"fechaSen","fechaEjec","accion","precioEjec","regla"
"2009-07-09","2009-07-10","Compra",23557.1414962687,"IF Adj.Close.RSI.14 is (31.5,44.1] and Dif.Aroon.25 is (-56,32] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-07-13","2009-07-14","Venta por banda superior",24121.86353766,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-07-24","2009-07-27","Compra",26714.358606145,"IF Williams.R.14 is (-9.58,-5.54] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-08-11","2009-08-12","Venta por banda superior",27872.1742237575,"IF Adj.Close.RSI.14 is (60.5,63.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-08-12","2009-08-13","Compra",28139.2371141325,"IF Williams.R.14 is (-20.1,-11.8] and Adj.Close.RSI.14 is (64.9,67.4] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-08-17","2009-08-18","Venta por banda inferior",27381.0155493787,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-08-18","2009-08-19","Compra",27553.3365625,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-08-26","2009-08-27","Venta por banda superior",28183.4049394013,"IF Adj.Close.RSI.14 is (60.5,63.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-08-28","2009-08-31","Compra",28429.41680927,"IF Williams.R.14 is (-9.58,-5.54] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-08-31","2009-09-01","Venta por banda inferior",28104.52743189,"IF Adj.Close.RSI.14 is (51.8,54.8] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-09-02","2009-09-03","Compra",28193.45337177,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-09-21","2009-09-22","Venta por banda superior",29586.3487504988,"IF Adj.Close.RSI.14 is (60.5,63.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-09-24","2009-09-25","Compra",28737.21955316,"IF Williams.R.14 is (-85.4,-77.2] and Adj.Close.RSI.14 is (32.3,37.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-09-28","2009-09-29","Venta por banda superior",29511.7856254988,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-10-14","2009-10-15","Compra",30955.9625390625,"IF Williams.R.14 is (-9.58,-5.54] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-10-22","2009-10-23","Venta por banda inferior",30699.7681860975,"IF Adj.Close.RSI.14 is (60.5,63.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-11-03","2009-11-04","Compra",29339.9922584887,"IF Williams.R.14 is (-85.4,-77.2] and Adj.Close.RSI.14 is (32.3,37.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-11-05","2009-11-06","Venta por banda superior",29673.9095728163,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
