"fechaSen","fechaEjec","accion","precioEjec","regla"
"2015-09-01","2015-09-02","Compra",43090.97245618,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-09-11","2015-09-14","Venta por banda inferior",42678.470010015,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-09-14","2015-09-15","Compra",43150.6877786963,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-09-23","2015-09-24","Venta por banda inferior",42665.4654932887,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-09-24","2015-09-25","Compra",42725.8686132813,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-10-01","2015-10-02","Venta por banda inferior",42380.3090775225,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-10-02","2015-10-05","Compra",43285.4594140625,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-10-07","2015-10-08","Venta por banda superior",43803.761059695,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-10-14","2015-10-15","Compra",44143.5171774837,"IF Comm.Chan.20.0.015 is (77.2,89.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-10-30","2015-11-03","Venta por banda superior",44826.4868995388,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-11-06","2015-11-09","Compra",44856.9114505712,"IF Comm.Chan.20.0.015 is (77.2,89.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-11-10","2015-11-11","Venta por banda inferior",44322.1415479763,"IF Comm.Chan.20.0.015 is (-79.5,-67.2] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-11-11","2015-11-12","Compra",44327.9399757112,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-11-26","2015-11-27","Venta por banda inferior",44047.8387895612,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-11-27","2015-11-30","Compra",44006.8423585237,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2015-12-01","2015-12-02","Venta por banda inferior",43596.3005423663,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2015-12-02","2015-12-03","Compra",43234.1693992887,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-01-04","2016-01-05","Venta por banda inferior",41997.448315305,"IF Comm.Chan.20.0.015 is (-79.5,-67.2] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-01-05","2016-01-06","Compra",41938.1894826725,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-01-06","2016-01-07","Venta por banda inferior",41047.1503270238,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-01-07","2016-01-08","Compra",40800.496875,"IF Adj.Close.RSI.14 is [-Inf,53.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-01-11","2016-01-11","Venta fin periodo",40337.9765334525,"No aplica"
