"fechaSen","fechaEjec","accion","precioEjec","regla"
"2010-12-17","2010-12-20","Compra",38097.5865286963,"IF Dif.Aroon.25 is (88, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2011-01-03","2011-01-04","Venta por banda superior",38491.4150535862,"IF Comm.Chan.20.0.015 is (109, Inf] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-01-05","2011-01-06","Compra",38741.2111085237,"IF Dif.Aroon.25 is (88, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2011-01-10","2011-01-11","Venta por banda inferior",38188.6192533038,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-01-25","2011-01-26","Compra",37582.7381645637,"IF Williams.R.14 is (-85.4,-77.2] and Adj.Close.RSI.14 is (32.3,37.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2011-02-04","2011-02-08","Venta por banda inferior",37340.0156104763,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-02-17","2011-02-18","Compra",37521.57,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2011-02-21","2011-02-22","Venta por banda inferior",36915.9436813912,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-02-28","2011-03-01","Compra",37062.9164600862,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2011-03-01","2011-03-02","Venta por banda inferior",36709.0929642413,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-03-30","2011-03-31","Compra",37439.5451367187,"IF Comm.Chan.20.0.015 is (77.2,89.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2011-04-01","2011-04-04","Venta por banda superior",37777.6687354763,"IF Comm.Chan.20.0.015 is (109, Inf] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-04-05","2011-04-06","Compra",38029.1365334537,"IF Williams.R.14 is (-9.58,-5.54] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2011-04-06","2011-04-07","Venta por banda inferior",37550.9771188912,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2011-04-12","2011-04-13","Compra",37441.9554444613,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2011-04-13","2011-04-14","Venta por banda inferior",37126.246684695,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
