"fechaSen","fechaEjec","accion","precioEjec","regla"
"2009-11-25","2009-11-26","Compra",30981.7416696712,"IF Williams.R.14 is (-9.58,-5.54] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-11-26","2009-11-27","Venta por banda inferior",30664.7952909638,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-11-27","2009-11-30","Compra",30982.6178787312,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-11-30","2009-12-01","Venta por banda superior",31445.3848242188,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-12-01","2009-12-02","Compra",32064.2909036963,"IF Williams.R.14 is (-20.1,-11.8] and Adj.Close.RSI.14 is (64.9,67.4] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-12-07","2009-12-08","Venta por banda inferior",31834.758559695,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-12-23","2009-12-24","Compra",32606.40256861,"IF Williams.R.14 is (-9.58,-5.54] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-12-29","2009-12-30","Venta por banda inferior",32398.3363186088,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2010-01-04","2010-01-05","Compra",32933.103024965,"IF Dif.Aroon.25 is (88, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2010-01-05","2010-01-06","Venta por banda inferior",32698.8283228163,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2010-01-15","2010-01-18","Compra",32457.9473952075,"IF Williams.R.14 is (-85.4,-77.2] and Adj.Close.RSI.14 is (32.3,37.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2010-01-19","2010-01-20","Venta por banda inferior",32125.8882862575,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2010-02-03","2010-02-04","Compra",30985.2396508163,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-02-09","2010-02-10","Venta por banda inferior",30602.4271875,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2010-02-12","2010-02-15","Compra",31085.9360765975,"IF Adj.Close.RSI.14 is (49.1,51.3] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-02-22","2010-02-23","Venta por banda superior",31729.9811207925,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2010-03-02","2010-03-03","Compra",32295.2017020988,"IF Williams.R.14 is (-20.1,-11.8] and Adj.Close.RSI.14 is (64.9,67.4] THEN  is 1; (supportSize=2; laplace=0.75)"
"2010-03-17","2010-03-18","Venta por banda superior",32723.93629407,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2010-03-18","2010-03-19","Compra",32985.316240485,"IF Dif.Aroon.25 is (88, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2010-03-26","2010-03-26","Venta fin periodo",33126.6710742187,"No aplica"
