"fechaSen","fechaEjec","accion","precioEjec","regla"
"2017-02-03","2017-02-07","Compra",47053.6748194613,"IF Williams.R.14 is (-50.1,-37.6] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-02-09","2017-02-10","Venta por banda superior",47500.4570948513,"IF Williams.R.14 is (-62.6,-50.1] and Dif.Aroon.25 is (28.5,51] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-02-10","2017-02-13","Compra",47767.2257326725,"IF Comm.Chan.20.0.015 is (59.9,112] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-02-14","2017-02-15","Venta por banda inferior",47145.2516311088,"IF Comm.Chan.20.0.015 is (7.69,59.9] and MFI.14 is (51.4,57.7] THEN  is -1; (supportSize=2; laplace=0.75)"
"2017-02-22","2017-02-23","Compra",47280.4414943912,"IF Williams.R.14 is (-62.6,-50.1] and Comm.Chan.20.0.015 is (-44.5,7.69] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2017-03-15","2017-03-16","Venta por banda superior",47714.1149709525,"IF MFI.14 is [-Inf,38.9] and Williams.R.14 is (-37.6,-25.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-03-29","2017-03-30","Compra",49016.2898242187,"IF Comm.Chan.20.0.015 is (59.9,112] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-03-31","2017-04-03","Venta por banda inferior",48613.2014648438,"IF Comm.Chan.20.0.015 is (7.69,59.9] and MFI.14 is (51.4,57.7] THEN  is -1; (supportSize=2; laplace=0.75)"
"2017-04-04","2017-04-05","Compra",49462.90357472,"IF Comm.Chan.20.0.015 is (59.9,112] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-04-06","2017-04-07","Venta por banda inferior",49017.3136523437,"IF Comm.Chan.20.0.015 is (7.69,59.9] and MFI.14 is (51.4,57.7] THEN  is -1; (supportSize=2; laplace=0.75)"
"2017-04-10","2017-04-11","Compra",49551.7560108675,"IF Comm.Chan.20.0.015 is (59.9,112] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-04-12","2017-04-17","Venta por banda inferior",48910.9026126788,"IF Comm.Chan.20.0.015 is (7.69,59.9] and MFI.14 is (51.4,57.7] THEN  is -1; (supportSize=2; laplace=0.75)"
"2017-04-19","2017-04-20","Compra",49065.8391696712,"IF Williams.R.14 is (-62.6,-50.1] and Comm.Chan.20.0.015 is (-44.5,7.69] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2017-04-25","2017-04-26","Venta por banda superior",49514.6726076713,"IF Comm.Chan.20.0.015 is (112,164] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-04-26","2017-04-27","Compra",49540.336909305,"IF Comm.Chan.20.0.015 is (59.9,112] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-05-04","2017-05-05","Venta por banda inferior",49101.7465720163,"IF Williams.R.14 is (-75.1,-62.6] and Dif.Aroon.25 is (51,73.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-05-08","2017-05-09","Compra",49889.2108255713,"IF Comm.Chan.20.0.015 is (59.9,112] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-05-10","2017-05-11","Venta por banda inferior",49573.3205423663,"IF Comm.Chan.20.0.015 is (112,164] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-05-11","2017-05-12","Compra",49521.2385013525,"IF Williams.R.14 is (-50.1,-37.6] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-05-30","2017-05-31","Venta por banda inferior",48963.9688331325,"IF Williams.R.14 is (-37.6,-25.2] and Adj.Close.RSI.14 is (45.6,52.9] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-06-01","2017-06-02","Compra",49274.5334327425,"IF Williams.R.14 is (-50.1,-37.6] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-06-15","2017-06-15","Venta fin periodo",48924.9319045463,"No aplica"
