"fechaSen","fechaEjec","accion","precioEjec","regla"
"2015-04-28","2015-04-29","Compra",45250.1048732975,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-04-29","2015-04-30","Venta por banda inferior",44743.4450245388,"IF MFI.14 is (56,60.9] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2015-05-04","2015-05-05","Compra",45383.4197508512,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-05-08","2015-05-11","Venta por banda inferior",44985.42060096,"IF Comm.Chan.20.0.015 is (-59.9,-26.8] THEN  is -1; (supportSize=2; laplace=0.75)"
"2015-05-14","2015-05-15","Compra",45365.8074704525,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-05-21","2015-05-22","Venta por banda inferior",44887.8136673663,"IF Comm.Chan.20.0.015 is (-26.8,6.28] and Williams.R.14 is (-47.7,-35.8] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2015-05-28","2015-05-29","Compra",44836.1859375,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-06-10","2015-06-11","Venta por banda inferior",44528.9688872175,"IF Comm.Chan.20.0.015 is (-59.9,-26.8] THEN  is -1; (supportSize=2; laplace=0.75)"
"2015-06-11","2015-06-12","Compra",44744.7430568912,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-06-12","2015-06-15","Venta por banda inferior",44346.4049564288,"IF Comm.Chan.20.0.015 is (-59.9,-26.8] THEN  is -1; (supportSize=2; laplace=0.75)"
"2015-07-10","2015-07-13","Compra",45163.2672265625,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-07-13","2015-07-14","Venta por banda inferior",44858.5783448513,"IF Comm.Chan.20.0.015 is (-26.8,6.28] and Williams.R.14 is (-47.7,-35.8] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2015-07-23","2015-07-24","Compra",44665.214653195,"IF Williams.R.14 is (-59.7,-47.7] THEN  is 1; (supportSize=3; laplace=0.8)"
"2015-08-27","2015-08-28","Venta por banda inferior",43239.7293604763,"IF Comm.Chan.20.0.015 is (-59.9,-26.8] THEN  is -1; (supportSize=2; laplace=0.75)"
