"fechaSen","fechaEjec","accion","precioEjec","regla"
"2017-10-23","2017-10-24","Compra",50028.554409305,"IF Adj.Close.RSI.14 is (26.8,34.6] and Comm.Chan.20.0.015 is (-128,-77] THEN  is 1; (supportSize=2; laplace=0.75)"
"2017-10-25","2017-10-26","Venta por banda inferior",49048.602421875,"IF Comm.Chan.20.0.015 is [-Inf,-128] and Adj.Close.RSI.14 is (26.8,34.6] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-10-27","2017-10-30","Compra",49138.334409305,"IF Williams.R.14 is (-85,-73.2] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-10-30","2017-10-31","Venta por banda inferior",48647.336616585,"IF Comm.Chan.20.0.015 is [-Inf,-128] and Adj.Close.RSI.14 is (26.8,34.6] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-11-01","2017-11-03","Compra",48325.105234375,"IF Dif.Aroon.25 is [-Inf,-33.5] and Adj.Close.RSI.14 is [-Inf,26.8] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2017-11-23","2017-11-24","Venta por banda inferior",47816.8087650225,"IF Williams.R.14 is (-73.2,-61.4] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-11-24","2017-11-27","Compra",47673.180659305,"IF Williams.R.14 is (-85,-73.2] THEN  is 1; (supportSize=3; laplace=0.8)"
"2017-11-29","2017-11-30","Venta por banda inferior",47203.1709229763,"IF Williams.R.14 is (-73.2,-61.4] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2017-11-30","2017-12-01","Compra",47286.9792826025,"IF Adj.Close.RSI.14 is (26.8,34.6] and Comm.Chan.20.0.015 is (-128,-77] THEN  is 1; (supportSize=2; laplace=0.75)"
"2017-12-13","2017-12-14","Venta por banda superior",48193.4234620388,"IF Comm.Chan.20.0.015 is (76,127] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-01-30","2018-01-31","Compra",50472.7030273437,"IF Adj.Close.RSI.14 is (50.1,57.9] and Dif.Aroon.25 is (77.5, Inf] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2018-02-02","2018-02-06","Venta por banda inferior",49072.9515529838,"IF Williams.R.14 is (-49.6,-37.8] THEN  is -1; (supportSize=2; laplace=0.75)"
"2018-02-06","2018-02-07","Compra",49302.2842773437,"IF Williams.R.14 is (-85,-73.2] THEN  is 1; (supportSize=3; laplace=0.8)"
"2018-02-08","2018-02-09","Venta por banda inferior",47443.9230033038,"IF Dif.Aroon.25 is (-33.5,-15] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2018-02-09","2018-02-12","Compra",47989.344096805,"IF Williams.R.14 is (-85,-73.2] THEN  is 1; (supportSize=3; laplace=0.8)"
"2018-02-14","2018-02-15","Venta por banda superior",48559.4163426488,"IF Williams.R.14 is (-73.2,-61.4] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
