"fechaSen","fechaEjec","accion","precioEjec","regla"
"2007-10-01","2007-10-02","Compra",31276.35037823,"IF Dif.Aroon.25 is (-56,32] and Comm.Chan.20.0.015 is (58.6,85.3] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2007-10-03","2007-10-04","Venta por banda inferior",31023.5816235975,"IF Comm.Chan.20.0.015 is (108, Inf] and Dif.Aroon.25 is (64, Inf] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2007-10-09","2007-10-10","Compra",32140.33111566,"IF Comm.Chan.20.0.015 is (108, Inf] and Williams.R.14 is (-16.9,-8.82] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2007-10-25","2007-10-26","Venta por banda inferior",31886.3743139025,"IF Williams.R.14 is (-77.2,-58.1] and MFI.14 is (40,50.1] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2007-11-13","2007-11-14","Compra",29915.4370484025,"IF Comm.Chan.20.0.015 is (-119,-54.9] and MFI.14 is [-Inf,40] THEN  is 1; (supportSize=2; laplace=0.75)"
"2007-12-04","2007-12-05","Venta por banda superior",30332.024809695,"IF Adj.Close.RSI.14 is (60.5,63.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2008-01-02","2008-01-03","Compra",28928.9212452425,"IF Comm.Chan.20.0.015 is (-119,-54.9] and MFI.14 is [-Inf,40] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-01-11","2008-01-14","Venta por banda inferior",28628.6493900225,"IF Williams.R.14 is (-58.1,-42.4] and MFI.14 is (59.2,65.1] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-01-16","2008-01-17","Compra",27150.54694361,"IF Adj.Close.RSI.14 is [-Inf,31.5] and Dif.Aroon.25 is [-Inf,-67] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-01-17","2008-01-18","Venta por banda inferior",26668.2228956325,"IF Comm.Chan.20.0.015 is [-Inf,-119] and MFI.14 is [-Inf,40] THEN  is -1; (supportSize=2; laplace=0.75)"
"2008-01-18","2008-01-21","Compra",26052.5539234025,"IF Adj.Close.RSI.14 is [-Inf,31.5] and Dif.Aroon.25 is [-Inf,-67] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-01-22","2008-01-23","Venta por banda superior",26660.0081325112,"IF Williams.R.14 is (-77.2,-58.1] and MFI.14 is (40,50.1] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
