"fechaSen","fechaEjec","accion","precioEjec","regla"
"2009-11-17","2009-11-18","Compra",31257.910840345,"IF Adj.Close.RSI.14 is (66.7,72.1] and Williams.R.14 is (-4.11,-2.77] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-11-18","2009-11-19","Venta por banda inferior",30735.93243189,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-12-01","2009-12-02","Compra",32064.2909036963,"IF Williams.R.14 is (-27.9,-14.5] and Dif.Aroon.25 is (60,80] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-12-07","2009-12-08","Venta por banda inferior",31834.758559695,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-12-10","2009-12-11","Compra",32088.1746827425,"IF Williams.R.14 is (-27.9,-14.5] and Dif.Aroon.25 is (60,80] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-12-17","2009-12-18","Venta por banda inferior",31758.5550150225,"IF Comm.Chan.20.0.015 is (34.3,56.4] and Adj.Close.RSI.14 is (59.3,66.7] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-12-21","2009-12-22","Compra",32100.3613233675,"IF Adj.Close.RSI.14 is (41.7,54.5] and MFI.14 is [-Inf,45.2] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-12-23","2009-12-24","Venta por banda superior",32443.77711939,"IF Williams.R.14 is (-14.5,-6.99] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-12-31","2010-01-04","Compra",32520.7338524137,"IF Adj.Close.RSI.14 is (41.7,54.5] and MFI.14 is [-Inf,45.2] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-07","2010-01-08","Venta por banda superior",32847.5308298287,"IF Williams.R.14 is (-2.77, Inf] and Comm.Chan.20.0.015 is (99.7,126] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-12","2010-01-13","Compra",32850.5514577075,"IF Williams.R.14 is (-27.9,-14.5] and Dif.Aroon.25 is (60,80] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-20","2010-01-21","Venta por banda inferior",31587.593840145,"IF Comm.Chan.20.0.015 is [-Inf,-31.1] and MFI.14 is [-Inf,45.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-21","2010-01-22","Compra",30989.58642816,"IF Adj.Close.RSI.14 is [-Inf,41.7] and Dif.Aroon.25 is [-Inf,35.5] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-22","2010-01-25","Venta por banda inferior",30696.08795673,"IF Comm.Chan.20.0.015 is [-Inf,-31.1] and MFI.14 is [-Inf,45.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-25","2010-01-26","Compra",30563.1421170125,"IF Adj.Close.RSI.14 is [-Inf,41.7] and Dif.Aroon.25 is [-Inf,35.5] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-26","2010-01-27","Venta por banda inferior",30303.9545362575,"IF Comm.Chan.20.0.015 is [-Inf,-31.1] and MFI.14 is [-Inf,45.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-01-27","2010-01-28","Compra",30706.9362523788,"IF Adj.Close.RSI.14 is [-Inf,41.7] and Dif.Aroon.25 is [-Inf,35.5] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-02-02","2010-02-03","Venta por banda superior",31002.56983173,"IF Comm.Chan.20.0.015 is [-Inf,-31.1] and MFI.14 is [-Inf,45.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-02-03","2010-02-04","Compra",30985.2396508163,"IF Adj.Close.RSI.14 is (41.7,54.5] and MFI.14 is [-Inf,45.2] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-02-04","2010-02-05","Venta por banda inferior",30202.69951923,"IF Comm.Chan.20.0.015 is [-Inf,-31.1] and MFI.14 is [-Inf,45.2] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-02-05","2010-02-08","Compra",30730.1239600863,"IF Adj.Close.RSI.14 is [-Inf,41.7] and Dif.Aroon.25 is [-Inf,35.5] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2010-02-19","2010-02-22","Venta por banda superior",32067.4799854763,"IF Williams.R.14 is (-6.99,-4.11] THEN  is -1; (supportSize=3; laplace=0.8)"
"2010-03-05","2010-03-08","Compra",32548.7039943912,"IF Dif.Aroon.25 is (88, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2010-03-18","2010-03-19","Venta por banda superior",32820.800947515,"IF Williams.R.14 is (-2.77, Inf] and Comm.Chan.20.0.015 is (99.7,126] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2010-03-19","2010-03-22","Compra",33117.8674952425,"IF Dif.Aroon.25 is (88, Inf] THEN  is 1; (supportSize=3; laplace=0.8)"
"2010-03-26","2010-03-26","Venta fin periodo",33126.6710742187,"No aplica"
