"fechaSen","fechaEjec","accion","precioEjec","regla"
"2019-04-03","2019-04-04","Compra",43730.2835451725,"IF Comm.Chan.20.0.015 is (60.3,93.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-04-04","2019-04-05","Venta por banda superior",44404.345679085,"IF Comm.Chan.20.0.015 is (93.6, Inf] THEN  is -1; (supportSize=3; laplace=0.8)"
"2019-04-11","2019-04-12","Compra",44823.3179101562,"IF Comm.Chan.20.0.015 is (60.3,93.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-04-12","2019-04-15","Venta por banda inferior",44512.6698928275,"IF Williams.R.14 is (-43.5,-23.4] and Adj.Close.RSI.14 is (62.2,69.5] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2019-04-15","2019-04-16","Compra",44965.0561380713,"IF Comm.Chan.20.0.015 is (60.3,93.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-04-17","2019-04-22","Venta por banda superior",45342.190502805,"IF Comm.Chan.20.0.015 is (93.6, Inf] THEN  is -1; (supportSize=3; laplace=0.8)"
"2019-04-22","2019-04-23","Compra",45299.5230321012,"IF Comm.Chan.20.0.015 is (60.3,93.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-04-30","2019-05-02","Venta por banda inferior",44295.6629882813,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-05-02","2019-05-03","Compra",44463.4204101562,"IF Adj.Close.RSI.14 is [-Inf,36.1] and MFI.14 is [-Inf,35] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2019-05-03","2019-05-06","Venta por banda inferior",43844.8397460938,"IF Comm.Chan.20.0.015 is (-72.7,-20.9] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-05-06","2019-05-07","Compra",43837.66069361,"IF Adj.Close.RSI.14 is [-Inf,36.1] and MFI.14 is [-Inf,35] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2019-05-07","2019-05-08","Venta por banda inferior",43339.1656936088,"IF Dif.Aroon.25 is (15,60] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2019-05-08","2019-05-09","Compra",43070.994902845,"IF Adj.Close.RSI.14 is [-Inf,36.1] and MFI.14 is [-Inf,35] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2019-05-10","2019-05-13","Venta por banda inferior",42760.0078420463,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-05-13","2019-05-14","Compra",43418.6098194612,"IF Adj.Close.RSI.14 is [-Inf,36.1] and MFI.14 is [-Inf,35] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2019-05-14","2019-05-15","Venta por banda inferior",43075.0366556475,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-05-15","2019-05-16","Compra",43586.5442335237,"IF Adj.Close.RSI.14 is [-Inf,36.1] and MFI.14 is [-Inf,35] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2019-05-20","2019-05-21","Venta por banda inferior",43196.2095267413,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-05-21","2019-05-22","Compra",43041.2096875,"IF MFI.14 is (35,44.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-05-22","2019-05-23","Venta por banda inferior",42577.6582176487,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-05-23","2019-05-24","Compra",42735.0262161963,"IF MFI.14 is (35,44.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-06-10","2019-06-11","Venta por banda superior",43617.6182081325,"IF Comm.Chan.20.0.015 is (93.6, Inf] THEN  is -1; (supportSize=3; laplace=0.8)"
"2019-06-13","2019-06-14","Compra",43345.5545898437,"IF Comm.Chan.20.0.015 is (60.3,93.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-07-11","2019-07-12","Venta por banda inferior",42555.9937650225,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-07-12","2019-07-15","Compra",42942.91573743,"IF MFI.14 is (35,44.6] THEN  is 1; (supportSize=2; laplace=0.75)"
"2019-07-29","2019-07-30","Venta por banda inferior",40953.1047806475,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
"2019-07-31","2019-08-01","Compra",40742.38711889,"IF Adj.Close.RSI.14 is [-Inf,36.1] and MFI.14 is [-Inf,35] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2019-08-07","2019-08-08","Venta por banda inferior",40443.5829497175,"IF Williams.R.14 is (-80,-56.4] THEN  is -1; (supportSize=2; laplace=0.75)"
