"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2016-01-21","2016-01-22","Compra",41579.89167493,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)",6.93254206804383
"2016-01-28","2016-01-29","Venta por banda superior",42893.5773783038,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",4.43046377340908
"2016-02-02","2016-02-03","Compra",43218.9733007812,"IF Adj.Close.RSI.14 is (63.6,70.3] THEN  is 1; (supportSize=3; laplace=0.8)",3.92672335556132
"2016-03-01","2016-03-02","Venta por banda superior",44341.1758743975,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",4.45642928086818
"2016-03-14","2016-03-15","Compra",44527.9661380712,"IF Adj.Close.RSI.14 is (63.6,70.3] THEN  is 1; (supportSize=3; laplace=0.8)",3.94972651349164
"2016-03-17","2016-03-18","Venta por banda superior",45552.2499754613,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",4.4794324387985
