"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2011-09-05","2011-09-06","Compra",34220.9131545475,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.64976511571234
"2011-09-23","2011-09-26","Venta por banda inferior",32965.1851757813,"IF Comm.Chan.20.0.015 is (-158,-116] and Adj.Close.RSI.14 is (23.8,32.5] THEN  is -1; (supportSize=3; laplace=0.8)",3.76330524632422
"2011-09-26","2011-09-27","Compra",34025.86620618,"IF Comm.Chan.20.0.015 is (-117,-80.9] THEN  is 1; (supportSize=3; laplace=0.8)",3.887557037679
"2011-10-25","2011-10-26","Venta por banda superior",35536.5511964138,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",3.94163254578315
"2011-11-08","2011-11-09","Compra",37039.5026024137,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.60486212113277
"2011-11-23","2011-11-24","Venta por banda inferior",35376.3180178275,"IF MFI.14 is (64.2,69.7] THEN  is -1; (supportSize=3; laplace=0.8)",3.84411251006242
"2011-11-24","2011-11-25","Compra",35218.7824661963,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.64848624059579
"2011-11-30","2011-12-01","Venta por banda superior",36755.1708398438,"IF MFI.14 is (64.2,69.7] THEN  is -1; (supportSize=3; laplace=0.8)",3.88773662952544
"2011-12-01","2011-12-02","Compra",36888.54020007,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",4.65868477291944
"2012-01-12","2012-01-12","Venta fin periodo",37264.7491696725,"No aplica",0
