Date,Open,High,Low,Close,Adj Close,Volume,Clase
2007-09-19,30607.099608999997,31090.480469,30512.640625,30512.640625,30512.640625,204986700,1
2007-09-20,30512.640625,30697.269531,30248.910156,30485.75,30485.75,106047900,-1
2007-09-21,30485.75,30722.939452999995,30356.580077999995,30583.070313,30583.070313,121562700,0
2007-09-24,30585.599608999997,30753.880858999997,30417.699219,30543.449219,30543.449219,96493600,1
2007-09-25,30539.619141000003,30539.619141000003,30269.919922000005,30294.769531,30294.769531,111282700,0
2007-09-26,30305.900391000003,30524.619141000003,30175.349608999997,30303.179688,30303.179688,142272100,-1
2007-09-27,30303.179688,30591.339844,30303.179688,30528.0,30528.0,137181400,1
2007-09-28,30528.0,30551.990233999997,30248.150391000003,30296.189452999995,30296.189452999995,134169600,0
2007-10-01,30298.410156,30887.730469,30266.589844,30855.679688,30855.679688,126508100,-1
2007-10-02,30864.859375,31531.849608999997,30864.859375,31451.789063,31451.789063,216543100,1
2007-10-03,31427.320313,31588.759766000003,31177.490233999997,31178.839844,31178.839844,158740800,0
2007-10-04,31178.839844,31369.169922000005,30833.5,31078.330077999995,31078.330077999995,158142400,0
2007-10-05,31078.330077999995,31708.140625,31078.330077999995,31540.939452999995,31540.939452999995,138860400,0
2007-10-08,31530.230469,31828.890625,31422.669922000005,31825.509766000003,31825.509766000003,103456500,0
2007-10-09,31825.980469,32096.720702999995,31758.919922000005,31801.689452999995,31801.689452999995,135631900,-1
2007-10-10,31886.25,32238.880858999997,31881.480469,32129.400391000003,32129.400391000003,187619900,1
2007-10-11,32129.400391000003,32757.259766000003,31867.369141000003,31980.949219,31980.949219,249969900,-1
2007-10-12,31991.730469,32501.990233999997,31991.730469,32473.470702999995,32473.470702999995,125891200,0
2007-10-15,32473.470702999995,32654.710938,32217.25,32335.859375,32335.859375,117585300,1
2007-10-16,32335.859375,32335.859375,31973.189452999995,32230.820313,32230.820313,113380500,0
2007-10-17,32232.419922000005,32721.820313,32232.419922000005,32721.820313,32721.820313,141438700,-1
2007-10-18,32721.720702999995,32851.140625,32523.820313,32836.121094,32836.121094,136513900,1
2007-10-19,32836.121094,32836.121094,31814.439452999995,31823.400391000003,31823.400391000003,160447100,0
2007-10-22,31817.339844,31976.009766000003,31378.259766000003,31969.480469,31969.480469,97478200,-1
2007-10-23,31969.480469,32386.179688,31969.480469,32229.439452999995,32229.439452999995,115284100,1
2007-10-24,32232.189452999995,32232.189452999995,31660.929688,32048.179688,32048.179688,136789500,0
2007-10-25,32050.480469,32087.179688,31557.380858999997,31886.099608999997,31886.099608999997,175930100,-1
2007-10-26,31896.150391000003,32150.849608999997,31781.730469,32136.759766000003,32136.759766000003,143574600,0
2007-10-29,32137.169922000005,32419.169922000005,32027.919922000005,32100.759766000003,32100.759766000003,89089600,0
2007-10-30,31965.179688,31965.179688,31634.599608999997,31783.619141000003,31783.619141000003,96602600,0
2007-10-31,31787.0,31791.869141000003,31413.220702999995,31458.669922000005,31458.669922000005,163963200,0
2007-11-01,31411.980469,31411.980469,30743.890625,30806.300781,30806.300781,120008600,1
2007-11-05,30806.300781,30815.210938,29832.960938,30157.689452999995,30157.689452999995,163035700,-1
2007-11-06,30163.810547000005,30499.849608999997,30158.019531,30430.5,30430.5,145394700,0
2007-11-07,30428.550781,30428.550781,29574.070313,29582.210938,29582.210938,126476100,0
2007-11-08,29586.759766000003,29834.330077999995,28813.509766000003,29289.720702999995,29289.720702999995,197755700,0
2007-11-09,29287.880858999997,29299.669922000005,28790.140625,29158.859375,29158.859375,176494300,1
2007-11-12,29158.710938,29158.710938,28167.730469,28185.900391000003,28185.900391000003,134013500,0
2007-11-13,28187.830077999995,29499.210938,28177.730469,29484.779297000005,29484.779297000005,166169000,-1
2007-11-14,29484.779297000005,30196.890625,29484.779297000005,29655.679688,29655.679688,183482800,1
2007-11-15,29639.599608999997,29775.0,29013.460938,29170.900391000003,29170.900391000003,132069500,-1
2007-11-16,29172.839844,29631.570313,29022.060547000005,29631.570313,29631.570313,100685800,0
2007-11-21,29057.929688,29057.929688,28374.820313,28446.449219,28446.449219,105890700,0
2007-11-22,28417.730469,28619.25,28417.730469,28520.160156,28520.160156,12445600,0
2007-11-23,28520.160156,28736.609375,28393.210938,28710.869141000003,28710.869141000003,56789800,1
2007-11-26,28709.210938,28941.390625,27882.580077999995,27883.009766000003,27883.009766000003,101299900,0
2007-11-27,27888.830077999995,28213.300781,27647.470702999995,28124.650391000003,28124.650391000003,102407300,0
2007-11-28,28126.210938,29425.779297000005,28126.210938,29276.390625,29276.390625,173167600,0
2007-11-29,29276.390625,29740.810547000005,29195.859375,29399.919922000005,29399.919922000005,112281400,0
2007-11-30,29432.830077999995,30047.990233999997,29432.830077999995,29770.519531,29770.519531,197682200,0
2007-12-03,29770.519531,29971.580077999995,29580.769531,29968.529297000005,29968.529297000005,88112600,0
2007-12-04,29969.160156,30154.310547000005,29765.419922000005,29998.789063,29998.789063,97022000,0
2007-12-05,30025.580077999995,30790.509766000003,30025.580077999995,30761.640625,30761.640625,187169800,0
2007-12-06,30776.859375,31261.880858999997,30772.099608999997,31257.300781,31257.300781,141177900,-1
2007-12-07,31257.230469,31408.240233999997,31128.720702999995,31268.359375,31268.359375,135086100,0
2007-12-10,31269.839844,31452.970702999995,31097.480469,31182.75,31182.75,108306400,0
2007-12-11,31184.279297000005,31426.390625,30319.830077999995,30327.359375,30327.359375,126872500,0
2007-12-13,30303.509766000003,30303.509766000003,29686.939452999995,30088.039063,30088.039063,124462400,0
2007-12-14,30084.970702999995,30164.650391000003,29768.849608999997,29994.900391000003,29994.900391000003,69386200,0
2007-12-17,29994.160156,29994.160156,28895.589844,28968.199219,28968.199219,123391100,0
2007-12-18,28993.480469,29424.980469,28839.75,29254.980469,29254.980469,123505900,1
2007-12-19,29254.980469,29527.240233999997,29025.900391000003,29074.119141000003,29074.119141000003,117367600,0
2007-12-20,29074.119141000003,29200.919922000005,29011.650391000003,29148.449219,29148.449219,104751600,0
2007-12-21,29148.449219,29736.109375,29148.449219,29638.400391000003,29638.400391000003,95666600,0
2007-12-24,29639.169922000005,29871.470702999995,29639.169922000005,29853.769531,29853.769531,27122800,-1
2007-12-26,29857.599608999997,30041.449219,29838.119141000003,30002.460938,30002.460938,47889000,0
2007-12-27,29969.25,29969.25,29640.769531,29642.119141000003,29642.119141000003,39607000,0
2007-12-28,29642.859375,29820.310547000005,29588.210938,29700.189452999995,29700.189452999995,46800600,0
2007-12-31,29700.189452999995,29738.029297000005,29241.939452999995,29536.830077999995,29536.830077999995,32672400,0
2008-01-02,29536.830077999995,29733.560547000005,28684.330077999995,28699.119141000003,28699.119141000003,101740500,0
2008-01-03,28687.849608999997,29046.609375,28666.949219,28860.779297000005,28860.779297000005,78935800,0
2008-01-04,28860.779297000005,28860.779297000005,28226.460938,28317.919922000005,28317.919922000005,93434400,1
2008-01-07,28327.890625,28420.5,27811.599608999997,28152.560547000005,28152.560547000005,104241300,0
2008-01-08,28158.119141000003,28698.859375,28158.119141000003,28267.779297000005,28267.779297000005,147153700,0
2008-01-09,28260.160156,28404.900391000003,27748.740233999997,28401.609375,28401.609375,163572400,-1
2008-01-10,28399.279297000005,29093.480469,28174.960938,29069.560547000005,29069.560547000005,176867400,0
2008-01-11,29069.560547000005,29240.599608999997,28574.609375,28723.820313,28723.820313,106765600,0
2008-01-14,28725.349608999997,28959.960938,28440.839844,28607.449219,28607.449219,107568000,0
2008-01-15,28603.660156,28603.660156,27901.5,27961.849608999997,27961.849608999997,160136000,0
2008-01-16,27954.179688,27954.179688,26982.269531,27343.570313,27343.570313,212490500,0
2008-01-17,27343.570313,27604.820313,26560.859375,26698.660156,26698.660156,182094200,0
2008-01-18,26698.660156,27144.660156,26325.460938,26713.830078,26713.830078,163589000,1
2008-01-21,26692.859375,26692.859375,25282.310547,25284.880859,25284.880859,82536400,0
2008-01-22,25298.970703,27019.789063,25298.970703,26892.740233999997,26892.740233999997,215089300,0
2008-01-23,26888.869141000003,27620.330077999995,25833.320313,27620.330077999995,27620.330077999995,190439100,-1
2008-01-24,27626.470702999995,28323.150391000003,27626.470702999995,27905.130858999997,27905.130858999997,186883700,1
2008-01-25,27922.009766000003,28419.660156,27379.919922000005,27379.919922000005,27379.919922000005,122925100,0
2008-01-28,27379.919922000005,27764.359375,26991.630858999997,27758.929688,27758.929688,103723100,0
2008-01-29,27828.0,28326.619141000003,27828.0,28263.949219,28263.949219,130366500,-1
2008-01-30,28262.849608999997,28782.519531,28104.099608999997,28296.800781,28296.800781,144325400,0
