"fechaSen","fechaEjec","accion","precioEjec","regla"
"2017-06-16","2017-06-19","Compra",49327.4211818913,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2017-06-26","2017-06-27","Venta por banda inferior",48953.2905178275,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2017-06-27","2017-06-28","Compra",49352.654028195,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2017-06-30","2017-07-04","Venta por banda superior",49955.6728125,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2017-07-04","2017-07-05","Compra",50306.34089368,"IF MFI.14 is (54.8,60.9] THEN  is 1; (supportSize=5; laplace=0.857142857142857)"
"2017-07-05","2017-07-06","Venta por banda inferior",49954.346059695,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2017-07-07","2017-07-10","Compra",50444.5370850862,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-07-13","2017-07-14","Venta por banda superior",50933.4624464138,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2017-07-27","2017-07-28","Compra",51235.7954544775,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-09-21","2017-09-22","Venta por banda inferior",50285.8160887425,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2017-09-22","2017-09-25","Compra",50424.42638722,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2017-09-26","2017-09-27","Venta por banda inferior",50038.884184695,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2017-09-29","2017-10-02","Compra",50616.2406640625,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2017-10-20","2017-10-20","Venta fin periodo",50114.0259375,"No aplica"
