"fechaSen","fechaEjec","accion","precioEjec","regla"
"2016-01-21","2016-01-22","Compra",41579.89167493,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-02-08","2016-02-09","Venta por banda superior",42433.73961939,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-02-09","2016-02-10","Compra",42709.3665234375,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-02-10","2016-02-11","Venta por banda inferior",42043.55736378,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-02-11","2016-02-12","Compra",42561.8580473762,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-02-15","2016-02-16","Venta por banda superior",42992.1896043675,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-02-16","2016-02-17","Compra",43410.73471229,"IF MFI.14 is (54.8,60.9] THEN  is 1; (supportSize=5; laplace=0.857142857142857)"
"2016-02-23","2016-02-24","Venta por banda inferior",42692.6317823513,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-02-25","2016-02-26","Compra",43534.1127005712,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-03-08","2016-03-09","Venta por banda superior",44317.90606971,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-03-15","2016-03-16","Compra",44499.8726419775,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-03-17","2016-03-18","Venta por banda superior",45552.2499754613,"IF Adj.Close.RSI.14 is (70.3, Inf] and Comm.Chan.20.0.015 is (59.6,100] THEN  is -1; (supportSize=3; laplace=0.8)"
"2016-04-06","2016-04-07","Compra",45174.7901024137,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-04-19","2016-04-20","Venta por banda superior",45556.8127589138,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-04-20","2016-04-21","Compra",45813.9347608675,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-04-22","2016-04-25","Venta por banda inferior",45480.0247410863,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-04-25","2016-04-26","Compra",45599.3899704525,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-05-03","2016-05-04","Venta por banda inferior",45241.2189553275,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-05-11","2016-05-12","Compra",45751.92073743,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-05-12","2016-05-13","Venta por banda inferior",45441.2079642413,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-05-13","2016-05-16","Compra",45736.8577834538,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-05-18","2016-05-19","Venta por banda inferior",45113.8233989362,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
