"fechaSen","fechaEjec","accion","precioEjec","regla"
"2016-09-27","2016-09-28","Compra",48026.9985446712,"IF Comm.Chan.20.0.015 is (24.9,54.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-09-29","2016-09-30","Venta por banda inferior",47484.2321339138,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-09-30","2016-10-03","Compra",47462.0095164762,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-10-05","2016-10-06","Venta por banda superior",47862.6625926488,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2016-10-06","2016-10-07","Compra",47822.5786132812,"IF MFI.14 is (54.8,60.9] THEN  is 1; (supportSize=5; laplace=0.857142857142857)"
"2016-10-19","2016-10-20","Venta por banda superior",48254.90024439,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2016-10-20","2016-10-21","Compra",48449.7480954525,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-10-25","2016-10-26","Venta por banda inferior",47804.9537109375,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-10-27","2016-10-28","Compra",48072.6671193912,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-11-08","2016-11-09","Venta por banda inferior",47284.02881811,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2016-11-09","2016-11-10","Compra",46783.8730911962,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2016-12-06","2016-12-07","Venta por banda inferior",45264.6991701713,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-12-09","2016-12-13","Compra",46922.594028195,"IF MFI.14 is (54.8,60.9] THEN  is 1; (supportSize=5; laplace=0.857142857142857)"
"2016-12-13","2016-12-14","Venta por banda inferior",46316.0154637425,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2016-12-14","2016-12-15","Compra",46164.6981545475,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2016-12-15","2016-12-16","Venta por banda inferior",45404.623872195,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2016-12-23","2016-12-26","Compra",45153.5026419775,"IF MFI.14 is (54.8,60.9] THEN  is 1; (supportSize=5; laplace=0.857142857142857)"
"2016-12-28","2016-12-29","Venta por banda superior",45673.0507326713,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2016-12-29","2016-12-30","Compra",45794.5504835238,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-01-04","2017-01-05","Venta por banda superior",46410.3084375,"IF Williams.R.14 is (-15, Inf] THEN  is -1; (supportSize=5; laplace=0.857142857142857)"
"2017-01-10","2017-01-11","Compra",45932.4862600163,"IF Adj.Close.RSI.14 is (44.7,51.9] THEN  is 1; (supportSize=6; laplace=0.875)"
"2017-01-20","2017-01-23","Venta por banda superior",46539.2957081325,"IF Adj.Close.RSI.14 is (51.9,59] THEN  is -1; (supportSize=7; laplace=0.888888888888889)"
"2017-01-30","2017-01-31","Compra",47203.4898294775,"IF Comm.Chan.20.0.015 is (24.9,54.7] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2017-02-02","2017-02-02","Venta fin periodo",46893.018559695,"No aplica"
