Date,Comm-Chan-20-0.015,Williams-R-14,Dif-Aroon-25,MFI-14,Adj Close-RSI-14,Clase
2015-07-21,94.62107554077912,-17.946999051647264,32.0,59.47632005964758,60.0597998000596,0
2015-07-22,-35.68352427483581,-67.71503360378472,32.0,47.61320655077338,37.192770665166,0
2015-07-23,-66.00629836750231,-56.416824948050795,31.999999999999993,53.537373095696665,42.888584630323386,0
2015-07-24,-131.12577481214532,-96.38059367292018,-16.0,51.26597076311663,31.30263160302039,0
2015-07-27,-189.6693579403944,-100.0,-20.0,43.35346324282976,24.368088673481303,1
2015-07-28,-133.45856435861032,-73.89868039523876,-20.0,52.972609547264405,39.151859851344284,0
2015-07-29,-76.17076150897043,-61.17116374532759,-20.0,53.245371415639994,45.18081242101575,0
2015-07-30,-72.29227166153854,-66.19309705194175,-20.0,47.009849879112025,43.230689895231485,0
2015-07-31,-25.94843128404416,-46.735833422677196,-20.0,49.66753528119545,52.41305251635154,0
2015-08-03,-5.672298551440657,-38.99541310811207,-20.0,50.014243517816844,55.70199076843123,0
2015-08-04,42.392743167711004,-24.950096980586824,-19.999999999999993,55.78376950567353,61.301803226758096,-1
2015-08-05,35.86509194132629,-37.270180924111926,-20.0,50.56877958333904,54.3482768385424,0
2015-08-06,14.60712397971684,-38.1102731021125,-20.0,50.76424585954655,53.86752598046362,0
2015-08-07,-3.8015818131351127,-41.138288855229895,-20.0,46.842469998288934,51.95613207388443,0
2015-08-10,44.660211769273126,-7.291431934015525,-20.0,52.419062757276876,63.541920549909044,0
2015-08-11,-19.844320780135508,-60.23275336349664,-20.000000000000007,54.4329571022551,40.448269609494446,0
2015-08-12,-105.79173663063735,-77.56351689284878,-20.0,45.70534934832279,35.025053234265265,0
2015-08-13,-99.64561202351977,-86.81945416834732,-19.999999999999996,46.61702260760202,32.670418773341076,0
2015-08-14,-103.73391584612196,-93.90019146319375,-20.0,47.58733866214007,30.84033979752751,0
2015-08-17,-97.02094680216014,-79.09312253084806,-20.0,44.638214358973684,37.57796153858275,0
2015-08-18,-88.92840436903714,-83.57691967990174,-20.0,36.925992705897244,35.986210061250944,0
2015-08-19,-113.8684039373409,-92.01353696270778,-88.0,36.64011053756081,29.03700973814534,0
2015-08-20,-138.5650063227181,-98.27355176539106,-92.0,26.400567121841434,23.33231094372802,0
2015-08-21,-171.1584675750018,-98.02153126032069,-96.0,18.631116348370313,16.062622087944092,1
2015-08-24,-205.94693904013013,-63.88016878497243,-96.0,10.55829555601035,12.498254798183794,0
2015-08-25,-120.07302509514122,-54.67475415857356,-39.99999999999999,19.552375978576123,27.050726488000922,0
2015-08-26,-96.97378560193846,-49.538007804858395,-40.0,26.52980770498435,34.34177071743237,0
2015-08-27,-39.932474813420875,-30.95379821530871,-40.0,34.54876159079714,53.671346402263445,-1
2015-08-28,-22.915610446516524,-33.61145859458316,-40.0,29.815777017736536,51.18490433767566,0
2015-08-31,-15.01798080043598,-13.226140439176126,-40.0,43.494402316260214,57.28051033456707,0
2015-09-01,-25.075369288781182,-27.345147103940768,-40.0,43.3610507072959,45.07197755329065,0
2015-09-02,-30.64638916474024,-22.851972072066296,-40.0,49.3780512813446,46.028704465683546,0
2015-09-03,-5.2077042913252924,-14.927350010237355,-40.0,53.948042410853986,51.28358072985484,0
2015-09-04,-29.95195204501654,-25.891616792859118,-40.0,48.98175813166529,42.96170887859465,1
2015-09-07,-40.48820379902862,-24.73767110783965,-40.0,52.139801124460774,43.22524674955372,0
2015-09-08,-6.137804135285359,-14.293299474098147,-40.00000000000001,57.656152930497434,49.77217479554079,-1
2015-09-09,-1.4335459538390432,-21.66650483439436,-40.0,58.049413991259186,43.90253397236747,0
2015-09-10,-14.797543188773776,-18.66958477231607,-40.0,65.7628076107398,46.842589040355456,0
2015-09-11,-7.241167395929441,-42.07387855878541,-40.0,69.41084943513103,44.667223558267814,1
2015-09-14,-6.953085155638932,-43.58842633923306,-36.0,68.07626879294787,45.92068132182423,0
2015-09-15,32.44361101968311,-32.377572554097554,-32.0,67.44722013168578,56.665785649877066,-1
2015-09-17,96.16849879904281,-16.267687208297914,-20.0,67.06857393198308,65.88477704194295,0
2015-09-18,70.60256393187467,-29.179347608026827,-20.000000000000004,61.99565771239587,59.550901539489715,0
2015-09-21,72.40930872951421,-26.14463292170769,-20.0,55.31854918748658,60.57867947178633,0
2015-09-22,41.16537823627624,-48.21380324361659,-16.0,56.70002899353069,49.932580490180705,0
2015-09-23,6.712324683138048,-59.057365072175664,68.0,48.657432611127284,45.40839209056335,0
2015-09-24,-89.56551489359721,-84.54017073408697,68.0,39.94498017455824,36.452527704734734,0
2015-09-25,-109.27077698740823,-93.76198781559529,68.0,40.06782985570554,33.67891012149968,0
2015-09-28,-165.77900760346222,-95.53792397853734,68.0,36.45451551776538,26.010854684040883,1
2015-09-29,-134.59999162362251,-85.55507857014219,-28.0,37.33886042434441,33.37730551622008,0
2015-09-30,-66.14945472804385,-63.180047979726766,-28.0,46.54580783571315,47.01898288468735,0
2015-10-01,-42.234655469740495,-60.41290752698343,-28.0,46.54752060307236,48.52307235751869,0
2015-10-02,-45.00215188232622,-58.68735706710814,-27.999999999999993,51.26016524349368,49.553526243728214,0
2015-10-05,60.43735364067052,-22.294987172674197,-28.0,52.63521495061294,66.07800859882268,0
2015-10-06,89.40779957601254,-22.50946238888724,-28.0,47.346425751723594,65.93114898669603,0
2015-10-07,111.86843741330924,-14.079822637462268,28.0,47.174757945157026,70.15876345415144,0
2015-10-08,110.80111454004034,-4.006622201915928,32.0,57.72743245229127,73.58208916509062,0
2015-10-09,127.69816437344187,-3.793103439674028,36.0,58.39178410847359,77.2539353243627,0
2015-10-12,114.60021710067234,-10.797684988856021,36.0,58.952249846099555,74.78941597743209,0
2015-10-13,95.997204638864,-10.658314581770382,35.99999999999999,66.12745126925586,74.84887315408217,0
2015-10-14,77.45010808029423,-19.631476428184733,36.0,69.4468696431919,63.690106619599945,0
2015-10-15,63.39422034358442,-18.812519850281003,36.0,75.63662228739294,64.25135333380642,0
2015-10-16,77.5639745188997,-9.262721646094018,36.0,82.9258447356686,70.52827108141256,0
2015-10-19,79.62254303007539,-3.8550276302599813,60.0,82.71826046372169,73.60026428812628,0
2015-10-20,80.430195865936,-0.0,64.0,81.87989746782767,75.97990663965186,0
2015-10-21,76.74639135848624,-18.726936866570142,64.0,74.39207210033867,64.3318612807134,0
2015-10-22,75.18638101826258,-16.068437840955685,64.0,76.1327717101516,69.16612561589717,0
2015-10-23,85.52382366879584,-5.054859717460821,76.0,76.48261215520282,76.21021799403428,-1
2015-10-26,84.61087458493834,-4.2904441301656915,80.0,82.55456229590473,76.63367717870062,0
2015-10-27,65.14340826150489,-27.943211882625857,80.0,72.00407593825877,60.6020094164125,0
2015-10-28,60.00463174585641,-27.953007195988985,80.0,71.88513546297885,61.7917662430082,0
2015-10-29,47.129942792042534,-36.230594886469994,80.0,65.82768870358638,56.93642769817906,1
2015-10-30,21.01986884676184,-43.35998835414875,80.0,63.44274168820358,52.81240053958203,0
2015-11-03,112.01221983615743,-10.774568207154925,96.0,64.36536304740366,72.8356237733649,-1
2015-11-04,157.3156968083193,-16.425882217938813,96.0,69.71488357982663,73.13667668922479,0
2015-11-05,118.8945086963683,-29.95027684388995,92.0,62.75464308051174,65.17450943550197,0
2015-11-06,89.67273231633747,-27.893164666626927,88.0,63.41734680856372,66.32317759837069,0
2015-11-09,-3.1762539481999843,-80.45816070629222,80.0,56.98179116102476,41.35652320013028,1
2015-11-10,-78.97524193289641,-69.21709496932114,80.0,50.28274253295851,38.730858614305625,-1
2015-11-11,-46.05999502926951,-69.84521304486744,76.0,50.67565817224082,38.44810612406151,0
2015-11-12,-83.99337541048571,-81.76696350156885,56.0,42.78174203861116,33.148329100994864,1
2015-11-13,-141.56636432754746,-92.81633240324024,-28.0,34.98029290602004,24.523855945583666,0
2015-11-17,-98.74133764222448,-67.30247241224139,-28.0,37.026374667817265,43.61121942704728,0
2015-11-18,-41.36644354412778,-52.858664761476064,-28.0,45.78676169176639,51.60559944639359,0
2015-11-19,-5.525389584556393,-47.68261980198035,-28.0,46.837929913538446,54.28545122428062,-1
2015-11-20,25.184973323325863,-35.33257623762385,-27.999999999999993,52.426453985306956,60.33280657889373,0
2015-11-23,22.124504961566736,-40.54764851485149,-28.0,54.41778818619606,56.67957355395247,0
2015-11-24,-10.023712090762551,-49.6795187218721,-28.0,47.21591849582796,50.50121664751656,0
2015-11-25,-53.465203304358155,-67.40915866518687,-28.0,40.40127689042362,39.72798988493152,0
2015-11-26,-50.12129946190319,-52.520107046822815,-28.0,45.27832286079307,46.78692562651925,0
