Date,Comm-Chan-20-0.015,Williams-R-14,mid_var_acum,Dif-Aroon-25,MFI-14,Adj Close-RSI-14,Clase
2011-06-09,-33.55729039934359,-50.42747579068451,0.007537665156108098,-16.0,65.86119738192853,49.36385291942602,0
2011-06-10,-52.77776917733627,-70.67815209499284,-0.0002921998035922968,-16.0,66.13635266333289,41.59824086785444,1
2011-06-13,-56.09807359420093,-68.11036329306546,-0.001416716450769906,-16.0,65.6653068955394,42.91218747749938,0
2011-06-14,5.621641370456416,-34.485591382374835,0.0070258023149949445,-16.0,66.86941939187984,57.39518426621127,0
2011-06-15,3.4691868135019344,-44.043797954342956,0.001624978275500455,-15.999999999999993,58.99021033573484,52.98616035888364,-1
2011-06-16,2.8167040887800807,-50.80125830993099,0.0012403344747575762,-16.0,52.63905935429709,49.619841634067626,0
2011-06-17,-32.53583597350932,-65.63462625990084,-0.004539163559433512,-16.0,48.92499043847081,43.26252059729937,1
2011-06-20,-47.8969923944004,-59.23554027129363,-0.004438526592411063,-16.0,41.848576999564436,46.663981219214634,0
2011-06-21,1.0185678751859306,-21.101118418008173,0.00729113457792141,-16.000000000000007,49.06819528807227,53.08425099758414,-1
2011-06-22,27.388362331390045,-15.491837719777857,0.003340866137740761,-16.0,49.76917044478043,57.44180261661643,1
2011-06-23,0.8219143469757837,-22.937638664983226,-0.0050601789715502,-16.0,49.47498949562021,54.01219914021998,0
2011-06-24,37.015299854314506,-22.255289414149676,0.004999990025869483,-15.999999999999996,57.05774117300635,54.91651780089276,0
2011-06-27,75.84517127074908,-0.562730083010985,0.0020297420560473345,-16.0,56.08397059421807,64.55220700983236,0
2011-06-28,179.1588750097243,-0.06285376936174636,0.01226835644373292,64.0,64.84611777505947,77.42712589743967,0
2011-06-29,206.14738574532828,-8.90357871678898,0.015977954266976457,68.0,66.50568713637907,82.34892760743715,0
2011-06-30,171.86838841228825,-13.459108002489465,0.005386086515971167,68.0,61.16695141376877,81.22334339658777,0
2011-07-01,146.76462011931213,-3.130659806328435,-0.00045223387986104147,76.0,61.91900229534172,84.05830478965024,0
2011-07-04,137.75297752487126,-3.525939391473826,0.00568929793870554,80.0,59.35095653114418,84.57206924989498,0
2011-07-05,103.67684155471913,-13.849292310099674,-0.005295259516878037,80.0,58.60181466103523,72.57590839040817,0
2011-07-06,79.91653775040854,-22.50756939061295,-0.003961618794646737,80.0,57.7607712875411,63.815929931298044,0
2011-07-07,79.76423064222651,-16.735449863476767,0.0020781223406611815,80.0,65.58684045811475,66.89004999516312,-1
2011-07-08,59.97787659750346,-22.092533097843095,-0.004579298270820709,80.0,59.878635513197935,62.45845679440953,0
2011-07-11,44.44822939958723,-29.517044170971015,-0.0024130344678733318,72.0,54.3399055406576,55.34157112076645,0
2011-07-12,30.498461760266355,-39.08566090236107,-0.0014771568815377112,72.0,48.17071377635297,47.32294901088657,0
2011-07-13,29.514055014589733,-41.16307107412127,0.00030959594333057616,64.0,54.70124881761385,50.7847284661881,0
2011-07-14,21.032293140967823,-46.79219356471006,-0.0004008271418958209,64.0,48.003083482620546,46.60192565700082,0
2011-07-15,5.573223986989233,-57.62087276417572,-0.0037761126590706295,60.0,42.992458566319854,46.17571139676174,0
2011-07-18,-30.284919954452757,-98.11554351717798,-0.004825770009569963,44.0,34.06701741496309,31.81066597634551,0
2011-07-19,-54.40407448970278,-86.66333608300124,-0.005284638455752999,44.00000000000001,23.936448932984447,30.938366204312338,0
2011-07-20,-95.58683017711081,-99.42771094888595,-0.006259738354029709,44.0,24.8264158359151,21.463152260047693,1
2011-07-21,-108.40083046249329,-77.63124196573642,-0.005397051450668933,44.0,26.68498144381479,33.69197012914684,-1
2011-07-22,-82.38645985825958,-64.87000823713747,0.006550700497269357,40.0,32.64760500154172,43.20488407111764,0
2011-07-25,-100.68607816993956,-79.64145951329436,-0.0010659563255915883,36.0,33.1846848978914,35.16365036455987,0
2011-07-26,-107.47706699131754,-88.55240789111005,-0.003416238313551312,28.0,33.38037452024233,31.742909832590936,1
2011-07-27,-94.35074989305045,-59.38354587422142,-0.003275094745360141,28.0,36.7472559777769,43.491676272650324,0
2011-07-28,-21.054866033614523,-37.204833202751225,0.017227808034384617,-64.0,45.14590425401915,54.722442201188414,0
2011-07-29,-12.679237223496298,-28.34560857963415,1.0873371487640782e-06,-64.0,50.48300651938332,57.220829451181096,-1
2011-08-01,-13.30810209974712,-46.23663742565036,0.0019322503897623022,-64.0,51.004836478687935,47.299530712857674,0
2011-08-02,-122.5833242927589,-98.42153055507255,-0.01975726460009697,-84.0,41.66755123669544,28.120707009249244,0
2011-08-03,-172.36773986687925,-82.19995965828667,-0.02221426823014816,-88.0,39.99443651017854,24.0577221487041,0
2011-08-04,-200.02460110061887,-94.10135461412281,-0.01997807935373963,-92.0,38.262784762684646,15.16989805312231,0
2011-08-05,-172.2943479012301,-72.04198778215232,-0.01621733987060936,-92.0,45.159438114965354,25.436298717470006,0
2011-08-08,-186.1965031753918,-99.47936953580924,-0.01678496955223885,-96.0,45.100903869654644,14.715394107704087,0
2011-08-09,-155.69169336829552,-85.484224264258,-0.01615173529963365,-88.0,52.31152580564578,26.436653520909935,1
2011-08-10,-135.56874374318855,-87.93073838627315,-0.0027034459800678867,-88.0,45.537079239074664,25.417254956999813,0
2011-08-11,-76.90293100700985,-58.38418753653819,0.026773857990478378,-84.0,45.079993708253724,45.79838394241017,0
2011-08-12,-54.86534167309177,-63.31569115607762,0.018727464750993628,-80.0,45.42066416749908,43.50864532937983,0
2011-08-15,-39.22534867765241,-51.68717531493353,0.0019621712926658486,-72.0,50.17306702442094,50.272924351614165,0
2011-08-16,-31.64098256294245,-50.66560145459332,0.002227337571965027,-72.0,48.07149429661396,50.86925382420988,-1
2011-08-17,-17.70567335210904,-48.48683319133485,0.00774121238241654,-68.0,46.121885724302196,52.277585470951145,0
2011-08-18,-43.60070904712888,-65.79129250902085,-0.01468163427737934,-64.0,40.04164413131495,41.401699458073956,1
2011-08-19,-51.28048500078068,-64.11647018803902,-0.009874538549816347,-24.0,40.140703317578065,40.086577336413924,0
2011-08-22,-30.1272413428024,-40.4493300962827,0.007389347960523374,-24.0,48.46072450705374,48.016820315227356,0
2011-08-23,19.64794720420208,-0.18691807891151016,0.022049670386927955,-24.000000000000007,56.75590862964821,61.82610030009125,-1
2011-08-24,42.10999498236934,-9.64545915513889,0.015318451113556897,-23.999999999999996,59.30695374527096,61.294540492471086,0
2011-08-25,22.512880280772674,-32.056682091081015,-0.009159618843482153,-24.0,51.690202297842944,49.43080021987563,1
