"fechaSen","fechaEjec","accion","precioEjec","regla"
"2009-03-03","2009-03-04","Compra",17520.6876047925,"IF MFI.14 is [-Inf,31.6] and Williams.R.14 is (-91.8,-83.3] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-03-11","2009-03-12","Venta por banda superior",18247.67663061,"IF Comm.Chan.20.0.015 is (-65.8,-30.3] and MFI.14 is (31.6,44.2] THEN  is -1; (supportSize=2; laplace=0.75)"
"2009-03-13","2009-03-17","Compra",19288.8264210238,"IF Comm.Chan.20.0.015 is (80.1, Inf] and Williams.R.14 is (-21.4,-7.09] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-03-26","2009-03-27","Venta por banda superior",20346.3562354763,"IF Dif.Aroon.25 is (60, Inf] and Williams.R.14 is (-7.09, Inf] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-03-27","2009-03-30","Compra",19937.674965695,"IF Comm.Chan.20.0.015 is (80.1, Inf] and Williams.R.14 is (-21.4,-7.09] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-04-02","2009-04-03","Venta por banda superior",20647.2378881212,"IF Williams.R.14 is (-21.4,-7.09] and Comm.Chan.20.0.015 is (47.3,80.1] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-04","2009-05-05","Compra",23256.8770827075,"IF Comm.Chan.20.0.015 is (80.1, Inf] and Williams.R.14 is (-21.4,-7.09] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-05","2009-05-06","Venta por banda superior",23648.809877805,"IF Dif.Aroon.25 is (60, Inf] and Williams.R.14 is (-7.09, Inf] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-07","2009-05-08","Compra",23901.5090577425,"IF Adj.Close.RSI.14 is (66.4, Inf] and Williams.R.14 is (-30.7,-21.4] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-26","2009-05-27","Venta por banda superior",24602.9731785862,"IF Williams.R.14 is (-21.4,-7.09] and Comm.Chan.20.0.015 is (47.3,80.1] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-27","2009-05-28","Compra",24547.2747194262,"IF Adj.Close.RSI.14 is (62.9,66.4] and MFI.14 is (54.2,60.7] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-06-01","2009-06-02","Venta por banda superior",25124.10166266,"IF Dif.Aroon.25 is (60, Inf] and Williams.R.14 is (-7.09, Inf] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-06-02","2009-06-03","Compra",24911.6286447062,"IF Comm.Chan.20.0.015 is (80.1, Inf] and Williams.R.14 is (-21.4,-7.09] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-06-11","2009-06-12","Venta por banda superior",25297.9618214138,"IF Dif.Aroon.25 is (60, Inf] and Williams.R.14 is (-7.09, Inf] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
