"fechaSen","fechaEjec","accion","precioEjec","regla"
"2013-02-22","2013-02-25","Compra",43814.4974609375,"IF Dif.Aroon.25 is [-Inf,-56] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2013-06-26","2013-06-26","Venta fin periodo",38361.9231886012,"No aplica"
