"fechaSen","fechaEjec","accion","precioEjec","regla"
"2010-08-10","2010-08-11","Compra",32451.0346484375,"IF Comm.Chan.20.0.015 is (-0.18,47.6] THEN  is 1; (supportSize=4; laplace=0.666666666666667)"
"2010-09-15","2010-09-20","Venta por banda superior",33047.90948718,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-09-23","2010-09-24","Compra",33351.4264991488,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-10-01","2010-10-04","Venta por banda superior",33889.0260351563,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-10-04","2010-10-05","Compra",34270.0004101563,"IF Dif.Aroon.25 is (76.5, Inf] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-10-13","2010-10-14","Venta por banda superior",34787.4131104763,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-10-14","2010-10-15","Compra",34825.6458255712,"IF Dif.Aroon.25 is (76.5, Inf] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-10-28","2010-10-29","Venta por banda superior",35378.49810096,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-10-29","2010-11-01","Compra",35807.76100611,"IF Dif.Aroon.25 is (76.5, Inf] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-11-08","2010-11-09","Venta por banda superior",36410.0806495388,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-11-09","2010-11-10","Compra",36359.6333398437,"IF Dif.Aroon.25 is (76.5, Inf] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-11-24","2010-11-25","Venta por banda superior",36945.3309665475,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-11-25","2010-11-26","Compra",36930.9623975862,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-12-06","2010-12-07","Venta por banda superior",37833.3378074925,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2010-12-07","2010-12-08","Compra",37796.4155568912,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2010-12-14","2010-12-14","Venta fin periodo",37819.0162795463,"No aplica"
