"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2019-05-06","2019-05-07","Compra",43837.66069361,"IF Comm.Chan.20.0.015 is [-Inf,-76.4] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.102884548555438
"2019-05-07","2019-05-08","Venta por banda inferior",43339.1656936088,"IF Dif.Aroon.25 is (15,60] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0113713868877557
"2019-05-08","2019-05-09","Compra",43070.994902845,"IF Comm.Chan.20.0.015 is [-Inf,-76.4] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.114338583604062
"2019-05-22","2019-05-23","Venta por banda inferior",42577.6582176487,"IF Comm.Chan.20.0.015 is (-85.8,-79.5] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.191879916097506
"2019-05-23","2019-05-24","Compra",42735.0262161963,"IF Comm.Chan.20.0.015 is [-Inf,-76.4] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0936859230096546
"2019-06-10","2019-06-11","Venta por banda superior",43617.6182081325,"IF Dif.Aroon.25 is (15,60] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",0.00928127370665177
"2019-06-12","2019-06-13","Compra",43696.4530859375,"IF MFI.14 is (54.9,59.5] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0610557032239457
"2019-06-13","2019-06-14","Venta por banda inferior",43129.3672851563,"IF Dif.Aroon.25 is (15,60] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.00369657142109614
"2019-06-14","2019-06-17","Compra",43327.3784036963,"IF MFI.14 is (54.9,59.5] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.115854163470648
"2019-07-29","2019-07-30","Venta por banda inferior",40953.1047806475,"IF Comm.Chan.20.0.015 is (-85.8,-79.5] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.246678376344209
"2019-07-30","2019-07-31","Compra",40921.6583984375,"IF Comm.Chan.20.0.015 is [-Inf,-76.4] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.103032445616424
"2019-07-31","2019-08-01","Venta por banda inferior",40539.18319311,"IF Comm.Chan.20.0.015 is (-85.8,-79.5] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.256024898950978
"2019-08-01","2019-08-02","Compra",40014.7875,"IF Comm.Chan.20.0.015 is [-Inf,-76.4] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0982652762135503
"2019-08-09","2019-08-09","Venta fin periodo",40205.5447706325,"No aplica",0
