"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2008-06-24","2008-06-25","Compra",29622.1911132812,"IF Adj.Close.RSI.14 is [-Inf,31.5] and Dif.Aroon.25 is [-Inf,-67] THEN  is 1; (supportSize=2; laplace=0.75)",-0.0203571841548573
"2008-07-16","2008-07-17","Venta por banda inferior",28106.34319311,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0672257104511764
"2008-07-17","2008-07-18","Compra",28227.2622922925,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",0.0482044419859172
"2008-07-21","2008-07-22","Venta por banda inferior",27636.385290465,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0881585588340265
"2008-07-25","2008-07-28","Compra",27022.3875,"IF Adj.Close.RSI.14 is [-Inf,31.5] and Dif.Aroon.25 is [-Inf,-67] THEN  is 1; (supportSize=2; laplace=0.75)",-0.00542804217230672
"2008-07-29","2008-07-30","Venta por banda superior",27425.808559695,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0732294168514759
"2008-07-30","2008-07-31","Compra",27539.221284305,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",0.0333262247608349
"2008-07-31","2008-08-01","Venta por banda inferior",27129.4867678275,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0881076340765582
"2008-08-04","2008-08-05","Compra",26813.321215695,"IF Adj.Close.RSI.14 is [-Inf,31.5] and Dif.Aroon.25 is [-Inf,-67] THEN  is 1; (supportSize=2; laplace=0.75)",0.00443682523430791
"2008-08-06","2008-08-07","Venta por banda superior",27077.8310742188,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0782427666699436
"2008-08-07","2008-08-08","Compra",27145.7194755363,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",0.01599256974175
"2008-08-20","2008-08-21","Venta por banda inferior",26675.1849389025,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0955764216890285
"2008-08-22","2008-08-25","Compra",26711.1513895987,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",-0.00476176832160558
"2008-08-26","2008-08-27","Venta por banda inferior",26156.7791235975,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.121874517926298
"2008-09-01","2008-09-02","Compra",26634.4151052938,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",-0.0146355923658111
"2008-09-02","2008-09-03","Venta por banda inferior",26371.4315770238,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.105450245733234
"2008-09-03","2008-09-04","Compra",26244.8831569263,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",-0.0281578653175251
"2008-09-08","2008-09-09","Venta por banda inferior",25889.9926832925,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.118972518684948
"2008-09-11","2008-09-12","Compra",25450.2814891325,"IF Adj.Close.RSI.14 is [-Inf,31.5] and Dif.Aroon.25 is [-Inf,-67] THEN  is 1; (supportSize=2; laplace=0.75)",-0.0145782389974118
"2008-09-22","2008-09-23","Venta por banda inferior",24966.3427519013,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.137987582916668
"2008-09-23","2008-09-24","Compra",25028.5305225863,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",-0.0136772821777983
"2008-09-25","2008-09-26","Venta por banda superior",25390.9582396838,"IF Adj.Close.RSI.14 is (51.8,54.8] THEN  is -1; (supportSize=3; laplace=0.8)",0.0314938568933192
"2008-09-30","2008-10-01","Compra",24913.5034375,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",-0.106832857772665
"2008-10-13","2008-10-14","Venta por banda inferior",22592.671684695,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.231143158511534
"2008-10-14","2008-10-15","Compra",21581.614409305,"IF Comm.Chan.20.0.015 is (-76,-18.5] and Adj.Close.RSI.14 is (38.1,48.7] THEN  is 1; (supportSize=2; laplace=0.75)",-0.150539031556787
"2008-10-16","2008-10-16","Venta fin periodo",20638.36461939,"No aplica",0
