Date,Comm-Chan-20-0.015,Williams-R-14,mid_var_acum,Dif-Aroon-25,MFI-14,Adj Close-RSI-14,Clase
2019-04-03,92.02361095001238,-21.046650285178142,0.001347798376948539,60.0,78.99705699907511,60.7673945285147,0
2019-04-04,106.48862842672878,-2.40910592230345,0.003280934893514109,72.0,83.98018963443928,70.86354332564866,0
2019-04-05,158.3170767796269,-1.164888006971836,0.020503875919676732,76.0,81.63535246360568,80.86788596481018,-1
2019-04-08,165.00225427591306,-2.295281576130941,0.013566555462469987,80.0,81.34693224743631,83.6204528288897,0
2019-04-09,133.90549800752868,-10.712969689048924,-0.00041841957431099086,80.0,72.21723806703667,75.61643047341633,0
2019-04-10,111.01038110163404,-17.883789685864354,-0.0014616170411788645,80.0,65.41863548644419,69.11386333473033,0
2019-04-11,80.16973792127509,-28.841272453347198,-0.00809964629320481,80.0,66.4139229220344,60.91166170618956,0
2019-04-12,77.60458389677625,-27.831628935764538,0.0009300409099972652,80.0,66.53250810884707,62.562926662854146,1
2019-04-15,66.10703607453607,-29.85812800270423,-0.001952708301495853,72.0,60.819075617566774,60.875562986181,0
2019-04-16,77.74468951561904,-16.962392045742508,0.005124869540526157,72.0,60.38990503982278,67.34279302425949,0
2019-04-17,96.7837415809753,-2.8143000065118433,0.009100011206864655,92.0,67.00551987038537,74.01020945704617,-1
2019-04-22,91.13265106541179,-8.980074465353502,0.0043026837726953815,92.0,60.58731402629282,69.4421318374897,0
2019-04-23,68.12349376895554,-18.558413536480305,-0.005923848206884297,88.0,53.78293344942932,62.27277729882514,0
2019-04-24,48.920971830945966,-23.61201254402119,-0.005760493703268811,72.0,53.231249703867405,59.156438617606796,0
2019-04-25,41.613397250744974,-24.406479544015195,-0.000837918206333943,72.0,46.50865297459878,58.54434559221475,0
2019-04-26,40.45577321102628,-39.237713853831565,0.0022332186786406805,72.0,40.290218051907814,56.6682996193685,0
2019-04-29,32.9036563443487,-51.343433523527075,-0.0008895865180443828,72.0,30.867599432512907,55.93880664799803,0
2019-04-30,-6.211597366724027,-79.47737032528174,-0.007287277917223611,68.0,21.55154231841745,43.27256163580642,0
2019-05-02,-38.42514409309426,-94.41976946637465,-0.0048094864984215,64.0,22.062074120483746,35.84850245520743,0
2019-05-03,-57.153033187393504,-93.64284175075312,-0.001219200025334044,56.0,22.257963439971803,34.992817086169225,0
2019-05-06,-119.6317957363978,-79.46540900526506,-0.008969328665477727,56.0,22.23172348473432,31.0869840406636,0
2019-05-07,-167.4931882068771,-92.02808872459492,-0.005150452208549039,52.00000000000001,14.273327368011325,21.774629508830028,0
2019-05-08,-160.93029570615488,-93.78107747995912,-0.006415854992457337,44.0,14.070229837876296,19.580107814934507,1
2019-05-09,-164.32580777872292,-81.1615246134223,-0.01114439359235242,-52.0,6.075076447179441,17.08210440321485,0
2019-05-10,-128.65163127665895,-73.63952689412169,0.0018770437625104108,-52.0,8.991523237558496,26.4901198919423,0
2019-05-13,-125.19846225965375,-78.68258504536495,-0.004113319847302455,-60.0,8.696936887376111,22.715379570777426,0
2019-05-14,-82.39356236744456,-66.23217652066698,0.010337937942514364,-60.0,17.19650186287683,35.495410235995585,0
2019-05-15,-82.60264707694488,-69.68260798771836,-0.002940172281875486,-60.0,16.936148028522652,33.448535298474795,-1
2019-05-16,-58.63763438023811,-65.82438769044678,0.006828045955712181,-60.0,26.490844752001948,38.05716396048696,0
2019-05-17,-54.24568504135829,-65.70779350096512,-0.0006154804283179383,-60.0,32.67154209669654,38.2063731520722,0
