"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2009-02-27","2009-03-02","Compra",17355.1693726213,"IF Adj.Close.RSI.14 is (21.5,28.5] THEN  is 1; (supportSize=3; laplace=0.8)",0.0162282319329772
"2009-03-10","2009-03-11","Venta por banda superior",17636.8130864363,"IF MFI.14 is (27.4,31.9] THEN  is -1; (supportSize=3; laplace=0.8)",-0.105561972883862
"2009-03-11","2009-03-12","Compra",18339.14368139,"IF MFI.14 is (36.3,40.8] THEN  is 1; (supportSize=3; laplace=0.8)",0.126171358544046
"2009-03-12","2009-03-13","Venta por banda superior",19217.041091745,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.36878050221295
"2009-03-23","2009-03-24","Compra",20311.663268855,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.259059067552978
"2009-03-27","2009-03-30","Venta por banda inferior",19838.235190305,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.345472313598189
"2009-04-02","2009-04-03","Compra",20750.7328148787,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.267394217794678
"2009-04-06","2009-04-07","Venta por banda inferior",20577.7723392413,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.337137163356488
"2009-04-13","2009-04-14","Compra",21771.4227077075,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.255956375448397
"2009-04-15","2009-04-16","Venta por banda superior",22020.4408082925,"IF MFI.14 is (64.2,69.7] THEN  is -1; (supportSize=3; laplace=0.8)",0.0680964750982368
"2009-04-28","2009-04-29","Compra",22145.6263914762,"IF Williams.R.14 is (-51.5,-39.7] THEN  is 1; (supportSize=3; laplace=0.8)",-0.00357984887948504
"2009-05-04","2009-05-05","Venta por banda superior",23140.8826832925,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.382078601192691
"2009-05-05","2009-05-06","Compra",23767.350278195,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.263664167405512
"2009-05-15","2009-05-18","Venta por banda inferior",23584.1564868788,"IF MFI.14 is (43.4,50.8] and Williams.R.14 is (-37.9,-25.4] THEN  is -1; (supportSize=3; laplace=0.8)",-0.00770779195711468
"2009-05-19","2009-05-20","Compra",24625.2093045125,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.243404751455854
"2009-06-01","2009-06-02","Venta por banda superior",25124.10166266,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.402338017142349
"2009-06-03","2009-06-04","Compra",24728.6723952075,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.23423753933142
"2009-06-08","2009-06-09","Venta por banda superior",24955.36538061,"IF MFI.14 is (64.2,69.7] THEN  is -1; (supportSize=3; laplace=0.8)",0.0772636872226707
"2009-06-17","2009-06-18","Compra",24335.446665415,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.279759052379683
"2009-07-08","2009-07-08","Venta fin periodo",23227.6603125,"No aplica",0
