"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2012-05-28","2012-05-29","Compra",37978.539653195,"IF Adj.Close.RSI.14 is (41.4,50.3] THEN  is 1; (supportSize=3; laplace=0.8)",-0.0149501619188704
"2012-05-31","2012-06-01","Venta por banda inferior",37410.7543359375,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0149501619188704
"2012-06-08","2012-06-11","Compra",37446.2434818212,"IF Adj.Close.RSI.14 is (41.4,50.3] THEN  is 1; (supportSize=3; laplace=0.8)",0.00723908374971505
"2012-06-18","2012-06-19","Venta por banda superior",38277.147377805,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.586247208466532
"2012-06-19","2012-06-20","Compra",38936.2835108675,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0529057027479144
"2012-07-18","2012-07-19","Venta por banda superior",40537.3927589138,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",0.0291254837984851
"2012-07-25","2012-07-26","Compra",40814.8569045475,"IF Adj.Close.RSI.14 is (41.4,50.3] THEN  is 1; (supportSize=3; laplace=0.8)",0.0179760200436158
"2012-07-27","2012-07-30","Venta por banda superior",41253.0834229763,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.596984144760433
"2012-07-31","2012-08-01","Compra",40941.9492335238,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.290020781503747
"2012-09-07","2012-09-10","Venta por banda inferior",39895.4878710938,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0405097989664672
"2012-09-14","2012-09-17","Compra",40745.690278195,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0623547739971684
"2012-09-20","2012-09-21","Venta por banda inferior",40360.6813476563,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",0.0196764125492311
"2012-09-21","2012-09-24","Compra",40473.8169774137,"IF Adj.Close.RSI.14 is (41.4,50.3] THEN  is 1; (supportSize=3; laplace=0.8)",0.0289283435973832
"2012-10-01","2012-10-01","Venta fin periodo",40917.0993164063,"No aplica",0
