"fechaSen","fechaEjec","accion","precioEjec","regla","puntaje_regla"
"2014-12-08","2014-12-09","Compra",42645.4336523437,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0534667189935782
"2015-01-02","2015-01-05","Venta por banda inferior",41382.7291997175,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.104946382343928
"2015-01-05","2015-01-06","Compra",41192.8659765625,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0319585337030936
"2015-01-07","2015-01-08","Venta por banda superior",42078.8497706325,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.267319612444505
"2015-01-12","2015-01-13","Compra",41866.6262552588,"IF MFI.14 is (57.7,62.1] THEN  is 1; (supportSize=3; laplace=0.8)",-0.0284815812078967
"2015-01-13","2015-01-14","Venta por banda inferior",41090.6467823513,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.285854171885153
"2015-01-15","2015-01-16","Compra",41233.7119774137,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.436786412423313
"2015-01-21","2015-01-22","Venta por banda superior",42720.1214798663,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0688979784731636
"2015-01-22","2015-01-23","Compra",42978.41441882,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.462927747660234
"2015-01-28","2015-01-29","Venta por banda inferior",41854.9012795463,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.311995507122075
"2015-02-04","2015-02-05","Compra",42194.0913133512,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.454321108309373
"2015-02-05","2015-02-06","Venta por banda superior",42557.2406400225,"IF Williams.R.14 is (-38,-25.7] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.0602913391223028
"2015-02-10","2015-02-11","Compra",42371.4437452425,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.42875713225326
"2015-02-20","2015-02-23","Venta por banda superior",43454.6263186088,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.726856193446654
"2015-02-25","2015-02-26","Compra",44180.6214262825,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.437139354932278
"2015-02-27","2015-03-02","Venta por banda inferior",43810.28961939,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.718473970767636
"2015-03-04","2015-03-05","Compra",43578.0993459537,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)",-0.0206647022069295
"2015-03-18","2015-03-19","Venta por banda superior",44070.26305689,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.7297678022638
"2015-03-24","2015-03-25","Compra",44031.2391358675,"IF MFI.14 is (36.3,40.8] THEN  is 1; (supportSize=3; laplace=0.8)",0.0715074146520587
"2015-03-25","2015-03-26","Venta por banda inferior",43246.6475686088,"IF Williams.R.14 is (-49.6,-37.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)",-0.329814482528097
"2015-03-30","2015-03-31","Compra",43865.8775443213,"IF MFI.14 is (40,44.4] THEN  is 1; (supportSize=3; laplace=0.8)",-0.00802438050153402
"2015-04-06","2015-04-07","Venta por banda superior",44815.8650831325,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.751424442732268
"2015-04-09","2015-04-10","Compra",44989.5136132812,"IF MFI.14 is (36.3,40.8] THEN  is 1; (supportSize=3; laplace=0.8)",0.0805729284603632
"2015-04-23","2015-04-24","Venta por banda superior",45397.3666701713,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)",0.760489956540572
