"fechaSen","fechaEjec","accion","precioEjec","regla"
"2008-10-17","2008-10-20","Compra",20683.123784305,"IF Williams.R.14 is (-90.9,-81.8] THEN  is 1; (supportSize=6; laplace=0.75)"
"2008-10-22","2008-10-23","Venta por banda inferior",18228.21076923,"IF Williams.R.14 is [-Inf,-90.9] THEN  is -1; (supportSize=4; laplace=0.666666666666667)"
"2008-10-24","2008-10-27","Compra",17080.6145803288,"IF Comm.Chan.20.0.015 is (-147,-126] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2008-10-27","2008-10-28","Venta por banda superior",17805.4353956325,"IF Williams.R.14 is [-Inf,-90.9] THEN  is -1; (supportSize=4; laplace=0.666666666666667)"
"2008-10-28","2008-10-29","Compra",19041.3596875,"IF Williams.R.14 is (-72.6,-63.5] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-10-29","2008-10-30","Venta por banda superior",19651.0646409262,"IF Comm.Chan.20.0.015 is (-65.1,-44.7] THEN  is -1; (supportSize=2; laplace=0.5)"
"2008-11-12","2008-11-13","Compra",19013.164375,"IF Comm.Chan.20.0.015 is (-44.7,-24.3] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-01-08","2009-01-09","Venta por banda superior",21792.9309304875,"IF Adj.Close.RSI.14 is (39.3,44.1] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-01-13","2009-01-14","Compra",20726.983159305,"IF Comm.Chan.20.0.015 is (-147,-126] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-02-19","2009-02-20","Venta por banda inferior",18438.8274389025,"IF Williams.R.14 is [-Inf,-90.9] THEN  is -1; (supportSize=4; laplace=0.666666666666667)"
