"fechaSen","fechaEjec","accion","precioEjec","regla"
"2009-02-27","2009-03-02","Compra",17355.1693726213,"IF Adj.Close.RSI.14 is (21.5,28.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-03-10","2009-03-11","Venta por banda superior",17636.8130864363,"IF MFI.14 is (28.7,36] THEN  is -1; (supportSize=2; laplace=0.75)"
"2009-03-24","2009-03-25","Compra",20440.1124976212,"IF Dif.Aroon.25 is (52.5, Inf] and MFI.14 is (50.8,58.2] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-04-24","2009-04-27","Venta por banda superior",21949.4634229763,"IF Williams.R.14 is (-13, Inf] and Comm.Chan.20.0.015 is (75.7,113] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-04-27","2009-04-28","Compra",21730.8263524137,"IF Dif.Aroon.25 is (52.5, Inf] and MFI.14 is (50.8,58.2] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-15","2009-05-18","Venta por banda superior",23584.1564868788,"IF MFI.14 is (43.4,50.8] and Williams.R.14 is (-37.9,-25.4] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-05-21","2009-05-22","Compra",24083.8142702075,"IF Williams.R.14 is (-37.9,-25.4] and MFI.14 is (58.2,65.5] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-26","2009-05-27","Venta por banda superior",24602.9731785862,"IF Williams.R.14 is (-13, Inf] and Comm.Chan.20.0.015 is (75.7,113] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2009-05-27","2009-05-28","Compra",24547.2747194262,"IF Dif.Aroon.25 is (52.5, Inf] and MFI.14 is (50.8,58.2] THEN  is 1; (supportSize=1; laplace=0.666666666666667)"
"2009-06-11","2009-06-12","Venta por banda superior",25297.9618214138,"IF Williams.R.14 is (-13, Inf] and Comm.Chan.20.0.015 is (75.7,113] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
