"fechaSen","fechaEjec","accion","precioEjec","regla"
"2008-10-23","2008-10-24","Compra",17249.060034305,"IF Comm.Chan.20.0.015 is (-157,-110] THEN  is 1; (supportSize=3; laplace=0.8)"
"2008-11-04","2008-11-05","Venta por banda superior",20930.3827438912,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2008-11-10","2008-11-11","Compra",19830.0511085237,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2008-12-08","2008-12-09","Venta por banda superior",21252.065779245,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2008-12-15","2008-12-16","Compra",21610.3961452075,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2008-12-16","2008-12-17","Venta por banda superior",22188.7591917075,"IF Williams.R.14 is (-11.9, Inf] and Adj.Close.RSI.14 is (64.8,71.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2008-12-19","2008-12-22","Compra",22158.2721851212,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-01-02","2009-01-05","Venta por banda superior",23278.5571659637,"IF Adj.Close.RSI.14 is (70.3, Inf] and Comm.Chan.20.0.015 is (59.6,100] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-01-12","2009-01-13","Compra",21128.5147584887,"IF Comm.Chan.20.0.015 is (-157,-110] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-02-26","2009-02-26","Venta fin periodo",18116.7391701713,"No aplica"
