"fechaSen","fechaEjec","accion","precioEjec","regla"
"2008-10-23","2008-10-24","Compra",17249.060034305,"IF Comm.Chan.20.0.015 is [-Inf,-115] THEN  is 1; (supportSize=4; laplace=0.666666666666667)"
"2008-10-29","2008-10-30","Venta por banda superior",19651.0646409262,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2008-11-03","2008-11-04","Compra",21138.17948455,"IF Williams.R.14 is (-36,-26.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2008-11-12","2008-11-13","Venta por banda inferior",18918.335625,"IF Williams.R.14 is (-62.6,-40.4] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2008-11-13","2008-11-14","Compra",19654.3835422925,"IF Dif.Aroon.25 is (-56,32] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2008-11-27","2008-11-28","Venta por banda superior",20234.637209535,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2008-11-28","2008-12-01","Compra",20073.5391701725,"IF Dif.Aroon.25 is (-56,32] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2008-12-17","2008-12-18","Venta por banda superior",22659.6590700113,"IF Dif.Aroon.25 is (66,80] and Adj.Close.RSI.14 is (74.1, Inf] THEN  is -1; (supportSize=3; laplace=0.8)"
"2008-12-22","2008-12-23","Compra",22279.46895295,"IF Williams.R.14 is (-36,-26.5] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-01-02","2009-01-05","Venta por banda superior",23278.5571659637,"IF MFI.14 is (43.8,47.3] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-01-05","2009-01-06","Compra",23245.9602100863,"IF Williams.R.14 is (-11.8,-6.4] THEN  is 1; (supportSize=3; laplace=0.8)"
"2009-01-26","2009-01-27","Venta por banda inferior",19653.0197025225,"IF Comm.Chan.20.0.015 is (-79.5,-67.2] THEN  is -1; (supportSize=4; laplace=0.833333333333333)"
"2009-01-27","2009-01-28","Compra",19931.0187180737,"IF Dif.Aroon.25 is (-56,32] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-02-06","2009-02-09","Venta por banda superior",20381.4382321725,"IF Adj.Close.RSI.14 is (60.5,63.5] THEN  is -1; (supportSize=3; laplace=0.8)"
"2009-02-09","2009-02-10","Compra",20243.9788547925,"IF Dif.Aroon.25 is (-56,32] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2009-02-26","2009-02-26","Venta fin periodo",18116.7391701713,"No aplica"
