Date,Comm-Chan-20-0.015,Williams-R-14,Dif-Aroon-25,MFI-14,Adj Close-RSI-14,Clase
2014-12-03,-128.99606833744127,-78.783759930693,-80.0,46.11176526524836,28.944661295757573,0
2014-12-04,-124.67810285491221,-91.76168895626684,-88.0,46.39910241934265,25.103815167987747,0
2014-12-05,-92.58935435742504,-73.61035740535007,-88.0,52.83584902779256,38.313678176305025,0
2014-12-08,-90.6521334340713,-86.25396080231167,-88.0,45.276228921145005,33.5567289129754,0
2014-12-09,-127.45871179824718,-92.70660601245761,-92.0,37.644268163930974,25.832354718682048,0
2014-12-10,-160.6063154193397,-97.85904400502179,-96.0,30.433449101790828,18.109095622620455,0
2014-12-11,-133.225797841887,-87.92722207316035,-92.0,27.98758851752511,27.012070046109425,0
2014-12-15,-159.22597550429725,-95.49719031315117,-43.99999999999999,26.26900146833252,17.932724027752595,1
2014-12-16,-151.8847678544557,-87.49246431151265,-48.0,27.20979325293378,17.39728055287886,0
2014-12-17,-105.51779511841077,-72.36292631491119,-48.0,31.643953063559522,33.66231322470128,0
2014-12-18,-43.733170400565456,-43.7324517967712,-48.0,36.42569013635755,53.57407978264192,0
2014-12-19,-16.49405207593595,-36.81375519318132,-48.0,44.082511088905534,54.15916441472317,-1
2014-12-31,10.760332380257644,-10.192278738386479,-48.0,48.928343359750535,60.656660061974925,0
2015-01-02,-13.903134032693396,-33.62364294142751,-48.0,50.27537596739518,47.6255571431324,1
2015-01-05,-65.62385347346715,-60.23239089202672,-48.0,43.57592845351275,38.26901462819104,0
2015-01-06,-69.67460559384385,-54.20831300600296,-48.0,50.35332940152823,41.28241974516447,0
2015-01-07,-34.938123125945125,-41.52010530470474,-48.0,50.41487281159273,47.509604676822796,-1
2015-01-08,6.753720605817724,-24.6517425943737,-48.0,56.07220258563386,54.300523656572466,0
2015-01-09,13.962041991529873,-25.183125935946656,-48.0,57.36004008540931,54.02776689750374,0
2015-01-12,-3.4849782007588566,-41.249491469618114,-48.00000000000001,58.13564503119851,45.971753373235835,0
2015-01-13,-24.131836910764147,-49.32820796353744,-48.0,51.59532050088739,42.31132102270843,1
2015-01-14,-61.90646045260013,-62.52151508381463,-44.0,52.684159745023926,36.79124551258262,0
2015-01-15,-64.07008968516189,-73.87606062769167,-40.0,61.33286975096083,37.07025175238563,0
2015-01-16,-42.262185515154556,-73.9273000680214,-24.0,59.186346582949575,44.853834836822,0
2015-01-19,-25.671736137727265,-78.40246946976693,-24.0,53.75330353542915,43.078640876905034,0
2015-01-20,-0.3423112799505904,-60.449543806864654,-24.0,51.83466647074283,51.89192671443758,0
2015-01-21,50.70955544275752,-32.15885222381008,-24.000000000000004,54.910998292826825,62.46032821147622,-1
2015-01-22,105.92038468620414,-1.8132344618012255,16.0,61.52492445740114,69.17500699850619,0
2015-01-23,90.0507209524776,-21.124541298387985,16.0,62.31603138755325,59.95093832720732,0
2015-01-26,68.67465649561237,-18.218226701807858,16.0,62.00804813806842,61.07037570928711,0
2015-01-27,50.7017152165447,-22.905019556478678,16.000000000000004,55.659985729560226,58.706524420014986,0
2015-01-28,37.69506970481571,-42.91407101669218,16.0,48.94985343774478,49.30534737800714,0
2015-01-29,-0.1580209981812109,-55.51124112557578,16.0,48.425812996043064,44.167374103282455,1
2015-01-30,-70.09314099315189,-94.34732982988588,-84.0,47.34895990270172,32.22278351135485,0
2015-02-03,-45.74082292791538,-67.86764903761697,-84.0,54.698014292720735,44.113358772197174,0
2015-02-04,-14.94274740010617,-61.96473257194603,-84.0,64.06696297913348,46.5263766973969,0
2015-02-05,32.712422195439,-30.87419660182097,-84.0,65.33922173258844,57.79644045722805,0
2015-02-06,81.77490313153658,-19.7537657557781,-24.0,65.89864660544845,61.12794136923396,-1
2015-02-09,80.90158134943795,-15.590891857851867,-23.999999999999993,68.97004750171106,62.369888273715056,0
2015-02-10,82.36284426910885,-23.27499757658904,-24.0,61.27327642165134,58.396163475759174,1
2015-02-11,12.336508028152963,-54.0789615726813,-24.0,53.76653317637028,45.1039199157435,0
2015-02-12,59.327700773496375,-4.998530146899457,-24.0,52.32143865890741,61.23623347040668,0
2015-02-13,97.47401280581177,-7.529781973477186,-24.0,58.02010947622482,61.5516574096563,0
2015-02-16,80.07946822458477,-12.304979297396558,-24.0,54.66179488226524,59.21970706019993,0
2015-02-17,79.01309286363943,-0.5300271868141994,43.99999999999999,60.4914442709168,63.366211304720466,0
2015-02-18,80.51447160537566,-16.594919266330542,44.0,58.110493456567454,58.696999102709725,0
2015-02-19,74.4033666447627,-9.751979121174747,44.0,64.11069573606657,61.62440059375801,0
2015-02-20,98.23395785948709,-0.6967946067457412,56.0,71.73335761283742,66.54655401208917,0
2015-02-23,108.21223718218845,-0.21392160296139362,60.0,71.06789819674782,68.37028712366165,0
2015-02-24,117.6452190276202,-4.822218200879079,64.0,71.65590135805908,71.86015198039809,0
2015-02-25,100.09671053596894,-10.84098545012804,64.0,61.58765884340863,67.67040581204074,-1
2015-02-26,115.09271203247064,-0.03177745755769531,72.0,61.11071986734873,75.98010901620871,0
2015-02-27,103.20926194754071,-9.824971610292373,72.0,50.150659501487105,68.4973918283307,0
2015-03-02,75.31513137187383,-21.917031638163195,72.0,50.15303606199456,59.337132126382045,0
2015-03-03,51.16432135491858,-33.02111001384179,72.0,49.96695419308724,51.97270152448593,0
2015-03-04,12.554052358627752,-62.60921644801126,72.0,43.36722567203893,45.03306572950215,0
2015-03-05,23.063340386127596,-50.49525701925013,72.0,45.450790367928896,50.57773227384752,1
2015-03-06,-2.145148209599675,-63.47118397421871,72.0,42.83283846781358,44.97103641274433,0
2015-03-09,-19.290606451687186,-73.54512955258532,68.0,38.064889956067496,44.268330721366766,0
2015-03-10,-51.90005153034275,-83.1289585095654,64.0,39.35917294601986,37.79766064988242,0
