"fechaSen","fechaEjec","accion","precioEjec","regla"
"2008-10-21","2008-10-22","Compra",19438.50926545,"IF Williams.R.14 is (-90.9,-81.8] and MFI.14 is [-Inf,27.4] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-10-30","2008-10-31","Venta por banda superior",20184.8362424887,"IF Williams.R.14 is (-54.4,-45.3] and Dif.Aroon.25 is (-89,-82] THEN  is -1; (supportSize=1; laplace=0.666666666666667)"
"2008-10-31","2008-11-03","Compra",20511.7912476212,"IF Adj.Close.RSI.14 is (49, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-11-19","2008-11-20","Venta por banda inferior",18333.03204327,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2008-11-24","2008-11-25","Compra",19394.5098928287,"IF Adj.Close.RSI.14 is (49, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-11-26","2008-11-27","Venta por banda superior",20005.6953735975,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2008-11-27","2008-11-28","Compra",20336.063962465,"IF Adj.Close.RSI.14 is (49, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-12-08","2008-12-09","Venta por banda superior",21252.065779245,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2008-12-09","2008-12-10","Compra",21762.154477915,"IF Adj.Close.RSI.14 is (49, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2008-12-16","2008-12-17","Venta por banda superior",22188.7591917075,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2008-12-17","2008-12-18","Compra",22773.2413209887,"IF Adj.Close.RSI.14 is (49, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-01-02","2009-01-05","Venta por banda superior",23278.5571659637,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2009-01-05","2009-01-06","Compra",23245.9602100863,"IF Adj.Close.RSI.14 is (49, Inf] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-01-13","2009-01-14","Venta por banda inferior",20623.606684695,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
"2009-01-15","2009-01-16","Compra",20322.6702100862,"IF Williams.R.14 is (-90.9,-81.8] and MFI.14 is [-Inf,27.4] THEN  is 1; (supportSize=2; laplace=0.75)"
"2009-02-20","2009-02-23","Venta por banda inferior",18161.3032617188,"IF Dif.Aroon.25 is (-47, Inf] THEN  is -1; (supportSize=2; laplace=0.75)"
